연도,절기,절입일,절입시간,절입일시
1994,입추,1994년 8월 8일 3시 4분,,1994-08-08 03:04:00
1994,추분,1994년 9월 23일 15시 19분,,1994-09-23 15:19:00
1994,백로,1994년 9월 8일 5시 55분,,1994-09-08 05:55:00
1995,상강,1995년 10월 24일 6시 32분,,1995-10-24 06:32:00
1995,한로,1995년 10월 9일 3시 27분,,1995-10-09 03:27:00
1995,소설,1995년 11월 23일 4시 1분,,1995-11-23 04:01:00
1995,입동,1995년 11월 8일 6시 36분,,1995-11-08 06:36:00
1995,동지,1995년 12월 22일 17시 17분,,1995-12-22 17:17:00
1995,대설,1995년 12월 7일 23시 22분,,1995-12-07 23:22:00
1995,대한,1995년 1월 20일 22시 0분,,1995-01-20 22:00:00
1995,소한,1995년 1월 6일 4시 34분,,1995-01-06 04:34:00
1995,우수,1995년 2월 19일 12시 11분,,1995-02-19 12:11:00
1995,입춘,1995년 2월 4일 16시 13분,,1995-02-04 16:13:00
1995,춘분,1995년 3월 21일 11시 14분,,1995-03-21 11:14:00
1995,경칩,1995년 3월 6일 10시 16분,,1995-03-06 10:16:00
1995,곡우,1995년 4월 20일 22시 21분,,1995-04-20 22:21:00
1995,청명,1995년 4월 5일 15시 8분,,1995-04-05 15:08:00
1995,소만,1995년 5월 21일 21시 34분,,1995-05-21 21:34:00
1995,입하,1995년 5월 6일 8시 30분,,1995-05-06 08:30:00
1995,하지,1995년 6월 22일 5시 34분,,1995-06-22 05:34:00
1995,망종,1995년 6월 6일 12시 43분,,1995-06-06 12:43:00
1995,대서,1995년 7월 23일 16시 30분,,1995-07-23 16:30:00
1995,소서,1995년 7월 7일 23시 1분,,1995-07-07 23:01:00
1995,처서,1995년 8월 23일 23시 35분,,1995-08-23 23:35:00
1995,입추,1995년 8월 8일 8시 52분,,1995-08-08 08:52:00
1995,추분,1995년 9월 23일 21시 13분,,1995-09-23 21:13:00
1995,백로,1995년 9월 8일 11시 49분,,1995-09-08 11:49:00
1996,상강,1996년 10월 23일 12시 19분,,1996-10-23 12:19:00
1996,한로,1996년 10월 8일 9시 19분,,1996-10-08 09:19:00
1996,소설,1996년 11월 22일 9시 49분,,1996-11-22 09:49:00
1996,입동,1996년 11월 7일 12시 27분,,1996-11-07 12:27:00
1996,동지,1996년 12월 21일 23시 6분,,1996-12-21 23:06:00
1996,대설,1996년 12월 7일 5시 14분,,1996-12-07 05:14:00
1996,대한,1996년 1월 21일 3시 53분,,1996-01-21 03:53:00
1996,소한,1996년 1월 6일 10시 31분,,1996-01-06 10:31:00
1996,우수,1996년 2월 19일 18시 1분,,1996-02-19 18:01:00
1996,입춘,1996년 2월 4일 22시 8분,,1996-02-04 22:08:00
1996,춘분,1996년 3월 20일 17시 3분,,1996-03-20 17:03:00
1996,경칩,1996년 3월 5일 16시 10분,,1996-03-05 16:10:00
1996,곡우,1996년 4월 20일 4시 10분,,1996-04-20 04:10:00
1996,청명,1996년 4월 4일 21시 2분,,1996-04-04 21:02:00
1996,소만,1996년 5월 21일 3시 23분,,1996-05-21 03:23:00
1996,입하,1996년 5월 5일 14시 26분,,1996-05-05 14:26:00
1996,하지,1996년 6월 21일 11시 24분,,1996-06-21 11:24:00
1996,망종,1996년 6월 5일 18시 41분,,1996-06-05 18:41:00
1996,대서,1996년 7월 22일 22시 19분,,1996-07-22 22:19:00
1996,소서,1996년 7월 7일 5시 0분,,1996-07-07 05:00:00
1996,처서,1996년 8월 23일 5시 23분,,1996-08-23 05:23:00
1996,입추,1996년 8월 7일 14시 49분,,1996-08-07 14:49:00
1996,추분,1996년 9월 23일 3시 0분,,1996-09-23 03:00:00
1996,백로,1996년 9월 7일 17시 42분,,1996-09-07 17:42:00
1997,상강,1997년 10월 23일 18시 15분,,1997-10-23 18:15:00
1997,한로,1997년 10월 8일 15시 5분,,1997-10-08 15:05:00
1997,소설,1997년 11월 22일 15시 48분,,1997-11-22 15:48:00
1997,입동,1997년 11월 7일 18시 15분,,1997-11-07 18:15:00
1997,동지,1997년 12월 22일 5시 7분,,1997-12-22 05:07:00
1997,대설,1997년 12월 7일 11시 5분,,1997-12-07 11:05:00
1997,대한,1997년 1월 20일 9시 43분,,1997-01-20 09:43:00
1997,소한,1997년 1월 5일 16시 24분,,1997-01-05 16:24:00
1997,우수,1997년 2월 18일 23시 51분,,1997-02-18 23:51:00
1997,입춘,1997년 2월 4일 4시 2분,,1997-02-04 04:02:00
1997,춘분,1997년 3월 20일 22시 55분,,1997-03-20 22:55:00
1997,경칩,1997년 3월 5일 22시 4분,,1997-03-05 22:04:00
1997,곡우,1997년 4월 20일 10시 3분,,1997-04-20 10:03:00
1997,청명,1997년 4월 5일 2시 56분,,1997-04-05 02:56:00
1997,소만,1997년 5월 21일 9시 18분,,1997-05-21 09:18:00
1997,입하,1997년 5월 5일 20시 19분,,1997-05-05 20:19:00
1997,하지,1997년 6월 21일 17시 20분,,1997-06-21 17:20:00
1997,망종,1997년 6월 6일 0시 33분,,1997-06-06 00:33:00
1997,대서,1997년 7월 23일 4시 15분,,1997-07-23 04:15:00
1997,소서,1997년 7월 7일 10시 49분,,1997-07-07 10:49:00
1997,처서,1997년 8월 23일 11시 19분,,1997-08-23 11:19:00
1997,입추,1997년 8월 7일 20시 36분,,1997-08-07 20:36:00
1997,추분,1997년 9월 23일 8시 56분,,1997-09-23 08:56:00
1997,백로,1997년 9월 7일 23시 29분,,1997-09-07 23:29:00
1998,상강,1998년 10월 23일 23시 59분,,1998-10-23 23:59:00
1998,한로,1998년 10월 8일 20시 56분,,1998-10-08 20:56:00
1998,소설,1998년 11월 22일 21시 34분,,1998-11-22 21:34:00
1998,입동,1998년 11월 8일 0시 8분,,1998-11-08 00:08:00
1998,동지,1998년 12월 22일 10시 56분,,1998-12-22 10:56:00
1998,대설,1998년 12월 7일 17시 2분,,1998-12-07 17:02:00
1998,대한,1998년 1월 20일 15시 46분,,1998-01-20 15:46:00
1998,소한,1998년 1월 5일 22시 18분,,1998-01-05 22:18:00
1998,우수,1998년 2월 19일 5시 55분,,1998-02-19 05:55:00
1998,입춘,1998년 2월 4일 9시 57분,,1998-02-04 09:57:00
1998,춘분,1998년 3월 21일 4시 55분,,1998-03-21 04:55:00
1998,경칩,1998년 3월 6일 3시 57분,,1998-03-06 03:57:00
1998,곡우,1998년 4월 20일 15시 57분,,1998-04-20 15:57:00
1998,청명,1998년 4월 5일 8시 45분,,1998-04-05 08:45:00
1998,소만,1998년 5월 21일 15시 5분,,1998-05-21 15:05:00
1998,입하,1998년 5월 6일 2시 3분,,1998-05-06 02:03:00
1998,하지,1998년 6월 21일 23시 3분,,1998-06-21 23:03:00
1998,망종,1998년 6월 6일 6시 13분,,1998-06-06 06:13:00
1998,대서,1998년 7월 23일 9시 55분,,1998-07-23 09:55:00
1998,소서,1998년 7월 7일 16시 30분,,1998-07-07 16:30:00
1998,처서,1998년 8월 23일 16시 59분,,1998-08-23 16:59:00
1998,입추,1998년 8월 8일 2시 20분,,1998-08-08 02:20:00
1998,추분,1998년 9월 23일 14시 37분,,1998-09-23 14:37:00
1998,백로,1998년 9월 8일 5시 16분,,1998-09-08 05:16:00
1999,상강,1999년 10월 24일 5시 52분,,1999-10-24 05:52:00
1999,한로,1999년 10월 9일 2시 48분,,1999-10-09 02:48:00
1999,소설,1999년 11월 23일 3시 25분,,1999-11-23 03:25:00
1999,입동,1999년 11월 8일 5시 58분,,1999-11-08 05:58:00
1999,동지,1999년 12월 22일 16시 44분,,1999-12-22 16:44:00
1999,대설,1999년 12월 7일 22시 47분,,1999-12-07 22:47:00
1999,대한,1999년 1월 20일 21시 37분,,1999-01-20 21:37:00
1999,소한,1999년 1월 6일 4시 17분,,1999-01-06 04:17:00
1999,우수,1999년 2월 19일 11시 47분,,1999-02-19 11:47:00
1999,입춘,1999년 2월 4일 15시 57분,,1999-02-04 15:57:00
1999,춘분,1999년 3월 21일 10시 46분,,1999-03-21 10:46:00
1999,경칩,1999년 3월 6일 9시 58분,,1999-03-06 09:58:00
1999,곡우,1999년 4월 20일 21시 46분,,1999-04-20 21:46:00
1999,청명,1999년 4월 5일 14시 45분,,1999-04-05 14:45:00
1999,소만,1999년 5월 21일 20시 52분,,1999-05-21 20:52:00
1999,입하,1999년 5월 6일 8시 1분,,1999-05-06 08:01:00
1999,하지,1999년 6월 22일 4시 49분,,1999-06-22 04:49:00
1999,망종,1999년 6월 6일 12시 9분,,1999-06-06 12:09:00
1999,대서,1999년 7월 23일 15시 44분,,1999-07-23 15:44:00
1999,소서,1999년 7월 7일 22시 25분,,1999-07-07 22:25:00
1999,처서,1999년 8월 23일 22시 51분,,1999-08-23 22:51:00
1999,입추,1999년 8월 8일 8시 14분,,1999-08-08 08:14:00
1999,추분,1999년 9월 23일 20시 32분,,1999-09-23 20:32:00
1999,백로,1999년 9월 8일 11시 10분,,1999-09-08 11:10:00
2000,상강,2000년 10월 23일 11시 47분,,2000-10-23 11:47:00
2000,한로,2000년 10월 8일 8시 38분,,2000-10-08 08:38:00
2000,소설,2000년 11월 22일 9시 19분,,2000-11-22 09:19:00
2000,입동,2000년 11월 7일 11시 47분,,2000-11-07 11:47:00
2000,동지,2000년 12월 21일 22시 37분,,2000-12-21 22:37:00
2000,대설,2000년 12월 7일 4시 36분,,2000-12-07 04:36:00
2000,대한,2000년 1월 21일 3시 22분,,2000-01-21 03:22:00
2000,소한,2000년 1월 6일 10시 0분,,2000-01-06 10:00:00
2000,우수,2000년 2월 19일 17시 33분,,2000-02-19 17:33:00
2000,입춘,2000년 2월 4일 21시 40분,,2000-02-04 21:40:00
2000,춘분,2000년 3월 20일 16시 35분,,2000-03-20 16:35:00
2000,경칩,2000년 3월 5일 15시 42분,,2000-03-05 15:42:00
2000,곡우,2000년 4월 20일 3시 39분,,2000-04-20 03:39:00
2000,청명,2000년 4월 4일 20시 31분,,2000-04-04 20:31:00
2000,소만,2000년 5월 21일 2시 49분,,2000-05-21 02:49:00
2000,입하,2000년 5월 5일 13시 50분,,2000-05-05 13:50:00
2000,하지,2000년 6월 21일 10시 47분,,2000-06-21 10:47:00
2000,망종,2000년 6월 5일 17시 58분,,2000-06-05 17:58:00
2000,대서,2000년 7월 22일 21시 42분,,2000-07-22 21:42:00
2000,소서,2000년 7월 7일 4시 13분,,2000-07-07 04:13:00
2000,처서,2000년 8월 23일 4시 48분,,2000-08-23 04:48:00
2000,입추,2000년 8월 7일 14시 2분,,2000-08-07 14:02:00
2000,추분,2000년 9월 23일 2시 27분,,2000-09-23 02:27:00
2000,백로,2000년 9월 7일 16시 59분,,2000-09-07 16:59:00
2001,상강,2001년 10월 23일 17시 25분,,2001-10-23 17:25:00
2001,한로,2001년 10월 8일 14시 24분,,2001-10-08 14:24:00
2001,소설,2001년 11월 22일 15시 0분,,2001-11-22 15:00:00
2001,입동,2001년 11월 7일 17시 36분,,2001-11-07 17:36:00
2001,동지,2001년 12월 22일 4시 21분,,2001-12-22 04:21:00
2001,대설,2001년 12월 7일 10시 28분,,2001-12-07 10:28:00
2001,대한,2001년 1월 20일 9시 16분,,2001-01-20 09:16:00
2001,소한,2001년 1월 5일 15시 49분,,2001-01-05 15:49:00
2001,우수,2001년 2월 18일 23시 27분,,2001-02-18 23:27:00
2001,입춘,2001년 2월 4일 3시 28분,,2001-02-04 03:28:00
2001,춘분,2001년 3월 20일 22시 30분,,2001-03-20 22:30:00
2001,경칩,2001년 3월 5일 21시 32분,,2001-03-05 21:32:00
2001,곡우,2001년 4월 20일 9시 35분,,2001-04-20 09:35:00
2001,청명,2001년 4월 5일 2시 24분,,2001-04-05 02:24:00
2001,소만,2001년 5월 21일 8시 44분,,2001-05-21 08:44:00
2001,입하,2001년 5월 5일 19시 44분,,2001-05-05 19:44:00
2001,하지,2001년 6월 21일 16시 37분,,2001-06-21 16:37:00
2001,망종,2001년 6월 5일 23시 53분,,2001-06-05 23:53:00
2001,대서,2001년 7월 23일 3시 26분,,2001-07-23 03:26:00
2001,소서,2001년 7월 7일 10시 6분,,2001-07-07 10:06:00
2001,처서,2001년 8월 23일 10시 26분,,2001-08-23 10:26:00
2001,입추,2001년 8월 7일 19시 52분,,2001-08-07 19:52:00
2001,추분,2001년 9월 23일 8시 4분,,2001-09-23 08:04:00
2001,백로,2001년 9월 7일 22시 46분,,2001-09-07 22:46:00
2002,상강,2002년 10월 23일 23시 18분,,2002-10-23 23:18:00
2002,한로,2002년 10월 8일 20시 9분,,2002-10-08 20:09:00
2002,소설,2002년 11월 22일 20시 54분,,2002-11-22 20:54:00
2002,입동,2002년 11월 7일 23시 22분,,2002-11-07 23:22:00
2002,동지,2002년 12월 22일 10시 14분,,2002-12-22 10:14:00
2002,대설,2002년 12월 7일 16시 14분,,2002-12-07 16:14:00
2002,대한,2002년 1월 20일 15시 2분,,2002-01-20 15:02:00
2002,소한,2002년 1월 5일 21시 43분,,2002-01-05 21:43:00
2002,우수,2002년 2월 19일 5시 13분,,2002-02-19 05:13:00
2002,입춘,2002년 2월 4일 9시 24분,,2002-02-04 09:24:00
2002,춘분,2002년 3월 21일 4시 16분,,2002-03-21 04:16:00
2002,경칩,2002년 3월 6일 3시 28분,,2002-03-06 03:28:00
2002,곡우,2002년 4월 20일 15시 20분,,2002-04-20 15:20:00
